,accession,source_code,ribotype,c1
2297,SRR6009291,SRR,14.0,
2298,SRR6009236,SRR,20.0,
2299,SRR6009400,SRR,2.0,
2300,SRR6009315,SRR,2.0,
2301,SRR6009058,SRR,15.0,
2302,SRR6009153,SRR,26.0,
2303,SRR6009528,SRR,14.0,
2304,SRR6009890,SRR,78.0,
2305,SRR6009372,SRR,17.0,
2306,SRR6009257,SRR,26.0,
2307,SRR6009077,SRR,248.0,
2308,SRR6009875,SRR,46.0,
2309,SRR6009901,SRR,39.0,
2310,SRR6009220,SRR,78.0,
2311,SRR6009108,SRR,5.0,
2312,SRR6009274,SRR,50.0,
2313,SRR6009642,SRR,56.0,
2314,SRR6009565,SRR,18.0,
2315,SRR6009457,SRR,26.0,
2316,SRR6009395,SRR,20.0,
2317,SRR6008958,SRR,20.0,
2318,SRR6009205,SRR,78.0,
2319,SRR6009817,SRR,13.0,
2320,SRR6009518,SRR,81.0,
2321,SRR6009578,SRR,78.0,
2322,SRR6009825,SRR,378.0,
2323,SRR6009373,SRR,78.0,
2324,SRR6009343,SRR,20.0,
2325,SRR6009845,SRR,12.0,
2326,SRR6009636,SRR,5.0,
2327,SRR6009562,SRR,27.0,
2328,SRR6009558,SRR,23.0,
2329,SRR6009854,SRR,2.0,
2330,SRR6008983,SRR,1.0,
2331,SRR6009118,SRR,5.0,
2332,SRR6009500,SRR,1.0,
2333,SRR6009430,SRR,1.0,
2334,SRR6009087,SRR,14.0,
2335,SRR6009763,SRR,87.0,
2336,SRR6009414,SRR,20.0,
2337,SRR6009222,SRR,1.0,
2338,SRR6009122,SRR,14.0,
2339,SRR6009055,SRR,1.0,
2340,SRR6009741,SRR,1.0,
2341,SRR6009852,SRR,14.0,
2342,SRR6009157,SRR,29.0,
2343,SRR6009623,SRR,14.0,
2344,SRR6009208,SRR,23.0,
2345,SRR6009063,SRR,14.0,
2346,SRR6009294,SRR,14.0,
2347,SRR6009682,SRR,126.0,
2348,SRR6009754,SRR,54.0,
2349,SRR6009541,SRR,126.0,
2350,SRR6009029,SRR,2.0,
2351,SRR6009551,SRR,2.0,
2352,SRR6009265,SRR,23.0,
2353,SRR6009778,SRR,207.0,
2354,SRR6009895,SRR,220.0,
2355,SRR6009401,SRR,14.0,
2356,SRR6009199,SRR,78.0,
2357,SRR6009181,SRR,14.0,
2358,SRR6009779,SRR,248.0,
2359,SRR6009438,SRR,2.0,
2360,SRR6009783,SRR,5.0,
2361,SRR6009249,SRR,2.0,
2362,SRR6009492,SRR,1.0,
2363,SRR6009848,SRR,5.0,
2364,SRR6009913,SRR,20.0,
2365,SRR6009175,SRR,1.0,
2366,SRR6009283,SRR,5.0,
2367,SRR6009035,SRR,78.0,
2368,SRR6009324,SRR,15.0,
2369,SRR6009907,SRR,78.0,
2370,SRR6009588,SRR,2.0,
2371,SRR6009297,SRR,12.0,
2372,SRR6009106,SRR,27.0,
2373,SRR6009278,SRR,5.0,
2374,SRR6009667,SRR,2.0,
2375,SRR6009284,SRR,23.0,
2376,SRR6009782,SRR,15.0,
2377,SRR6009371,SRR,26.0,
2378,SRR6009669,SRR,1.0,
2379,SRR6009655,SRR,5.0,
2380,SRR6009244,SRR,87.0,
2381,SRR6009496,SRR,724.0,
2382,SRR6009023,SRR,13.0,
2383,SRR6009832,SRR,14.0,
2384,SRR6009576,SRR,26.0,
2385,SRR6009506,SRR,395.0,
2386,SRR6009171,SRR,78.0,
2387,SRR6009641,SRR,20.0,
2388,SRR6009618,SRR,20.0,
2389,SRR6009024,SRR,106.0,
2390,SRR6008986,SRR,27.0,
2391,SRR6009739,SRR,2.0,
2392,SRR6009476,SRR,15.0,
2393,SRR6009115,SRR,27.0,
2394,SRR6009872,SRR,20.0,
2395,SRR6009747,SRR,126.0,
2396,SRR6009263,SRR,20.0,
2397,SRR6009364,SRR,2.0,
2398,SRR6009042,SRR,5.0,
2399,SRR6009616,SRR,5.0,
2400,SRR6009403,SRR,50.0,
2401,SRR6009374,SRR,5.0,
2402,SRR6009271,SRR,78.0,
2403,SRR6009259,SRR,26.0,
2404,SRR6009893,SRR,15.0,
2405,SRR6008953,SRR,20.0,
2406,SRR6009017,SRR,20.0,
2407,SRR6009012,SRR,719.0,
2408,SRR6009047,SRR,23.0,
2409,SRR6009765,SRR,14.0,
2410,SRR6009681,SRR,5.0,
2411,SRR6009601,SRR,2.0,
2412,SRR6009738,SRR,62.0,
2413,SRR6009180,SRR,14.0,
2414,SRR6009873,SRR,126.0,
2415,SRR6009152,SRR,20.0,
2416,SRR6009416,SRR,23.0,
2417,SRR6009345,SRR,9.0,
2418,SRR6009837,SRR,57.0,
2419,SRR6009147,SRR,38.0,
2420,SRR6009216,SRR,39.0,
2421,SRR6008965,SRR,10.0,
2422,SRR6009056,SRR,29.0,
2423,SRR6009242,SRR,9.0,
2424,SRR6008963,SRR,20.0,
2425,SRR6009903,SRR,15.0,
2426,SRR6009797,SRR,22.0,
2427,SRR6009382,SRR,11.0,
2428,SRR6009604,SRR,5.0,
2429,SRR6009674,SRR,46.0,
2430,SRR6009074,SRR,15.0,
2431,SRR6009168,SRR,20.0,
2432,SRR6009632,SRR,39.0,
2433,SRR6009720,SRR,78.0,
2434,SRR6009731,SRR,2.0,
2435,SRR6009098,SRR,15.0,
2436,SRR6008948,SRR,2.0,
2437,SRR6009103,SRR,14.0,
2438,SRR6009585,SRR,15.0,
2439,SRR6009756,SRR,126.0,
2440,SRR6009847,SRR,14.0,
2441,SRR6009398,SRR,5.0,
2442,SRR6009350,SRR,11.0,
2443,SRR6009415,SRR,14.0,
2444,SRR6009505,SRR,5.0,
2445,SRR6009746,SRR,84.0,
2446,SRR6009203,SRR,20.0,
2447,SRR6009135,SRR,78.0,
2448,SRR6009165,SRR,11.0,
2449,SRR6009336,SRR,2.0,
2450,SRR6009251,SRR,12.0,
2451,SRR6009032,SRR,76.0,
2452,SRR6009469,SRR,5.0,
2453,SRR6009033,SRR,12.0,
2454,SRR6009664,SRR,14.0,
2455,SRR6009207,SRR,20.0,
2456,SRR6009717,SRR,14.0,
2457,SRR6009136,SRR,39.0,
2458,SRR6009570,SRR,14.0,
2459,SRR6009734,SRR,11.0,
2460,SRR6009591,SRR,23.0,
2461,SRR6009883,SRR,18.0,
2462,SRR6009459,SRR,2.0,
2463,SRR6009243,SRR,12.0,
2464,SRR6009018,SRR,13.0,
2465,SRR6009028,SRR,18.0,
2466,SRR6009620,SRR,39.0,
2467,SRR6009538,SRR,14.0,
2468,SRR6009304,SRR,13.0,
2469,SRR6009614,SRR,78.0,
2470,SRR6009034,SRR,2.0,
2471,SRR6009470,SRR,46.0,
2472,SRR6009100,SRR,39.0,
2473,SRR6009773,SRR,14.0,
2474,SRR6009049,SRR,78.0,
2475,SRR6009356,SRR,15.0,
2476,SRR6009314,SRR,13.0,
2477,SRR6009838,SRR,707.0,
2478,SRR6009628,SRR,23.0,
2479,SRR6009548,SRR,78.0,
2480,SRR6009202,SRR,5.0,
2481,SRR6009549,SRR,56.0,
2482,SRR6009818,SRR,11.0,
2483,SRR6009843,SRR,14.0,
2484,SRR6009341,SRR,11.0,
2485,SRR6008996,SRR,20.0,
2486,SRR6009597,SRR,20.0,
2487,SRR6009084,SRR,66.0,
2488,SRR6009629,SRR,83.0,
2489,SRR6009917,SRR,15.0,
2490,SRR6009802,SRR,39.0,
2491,SRR6008951,SRR,15.0,
2492,SRR6009752,SRR,81.0,
2493,SRR6009857,SRR,14.0,
2494,SRR6009808,SRR,664.0,
2495,SRR6009815,SRR,14.0,
2496,SRR6009292,SRR,18.0,
2497,SRR6009743,SRR,12.0,
2498,SRR6009197,SRR,2.0,
2499,SRR6009503,SRR,27.0,
2500,SRR6009424,SRR,20.0,
2501,SRR6009889,SRR,18.0,
2502,SRR6009703,SRR,78.0,
2503,SRR6009661,SRR,46.0,
2504,SRR6009407,SRR,78.0,
2505,SRR6009607,SRR,81.0,
2506,SRR6009810,SRR,46.0,
2507,SRR6009532,SRR,22.0,
2508,SRR6009381,SRR,52.0,
2509,SRR6009357,SRR,23.0,
2510,SRR6009715,SRR,14.0,
2511,SRR6009568,SRR,706.0,
2512,SRR6009044,SRR,14.0,
2513,SRR6009643,SRR,598.0,
2514,SRR6009687,SRR,387.0,
2515,SRR6009069,SRR,207.0,
2516,SRR6009006,SRR,5.0,
2517,SRR6009635,SRR,23.0,
2518,SRR6009915,SRR,12.0,
2519,SRR6009261,SRR,351.0,
2520,SRR6009450,SRR,5.0,
2521,SRR6009483,SRR,2.0,
2522,SRR6009724,SRR,3.0,
2523,SRR6009646,SRR,2.0,
2524,SRR6009206,SRR,14.0,
2525,SRR6008945,SRR,27.0,
2526,SRR6009526,SRR,76.0,
2527,SRR6009002,SRR,50.0,
2528,SRR6009054,SRR,174.0,
2529,SRR6009543,SRR,14.0,
2530,SRR6009355,SRR,26.0,
2531,SRR6008997,SRR,13.0,
2532,SRR6009460,SRR,57.0,
2533,SRR6009686,SRR,2.0,
2534,SRR6009542,SRR,2.0,
2535,SRR6009340,SRR,78.0,
2536,SRR6009813,SRR,1.0,
2537,SRR6009307,SRR,15.0,
2538,SRR6009212,SRR,11.0,
2539,SRR6009828,SRR,11.0,
2540,SRR6009129,SRR,54.0,
2541,SRR6009039,SRR,15.0,
2542,SRR6009266,SRR,21.0,
2543,SRR6009692,SRR,14.0,
2544,SRR6009916,SRR,295.0,
2545,SRR6009080,SRR,2.0,
2546,SRR6009559,SRR,295.0,
2547,SRR6009339,SRR,78.0,
2548,SRR6009110,SRR,11.0,
2549,SRR6009593,SRR,20.0,
2550,SRR6009269,SRR,15.0,
2551,SRR6009517,SRR,14.0,
2552,SRR6009388,SRR,11.0,
2553,SRR6009892,SRR,15.0,
2554,SRR6009227,SRR,20.0,
2555,SRR6009702,SRR,20.0,
2556,SRR6009490,SRR,705.0,
2557,SRR6009777,SRR,46.0,
2558,SRR6009612,SRR,14.0,
2559,SRR6008972,SRR,20.0,
2560,SRR6009273,SRR,56.0,
2561,SRR6009803,SRR,5.0,
2562,SRR6009846,SRR,3.0,
2563,SRR6008957,SRR,15.0,
2564,SRR6009826,SRR,15.0,
2565,SRR6009514,SRR,5.0,
2566,SRR6009515,SRR,15.0,
2567,SRR6009160,SRR,76.0,
2568,SRR6009191,SRR,20.0,
2569,SRR6009762,SRR,39.0,
2570,SRR6009436,SRR,20.0,
2571,SRR6009784,SRR,2.0,
2572,SRR6009399,SRR,126.0,
2573,SRR6009413,SRR,10.0,
2574,SRR6009093,SRR,26.0,
2575,SRR6009075,SRR,39.0,
2576,SRR6009596,SRR,14.0,
2577,SRR6009125,SRR,20.0,
2578,SRR6009159,SRR,5.0,
2579,SRR6009302,SRR,14.0,
2580,SRR6009149,SRR,17.0,
2581,SRR6009270,SRR,39.0,
2582,SRR6009264,SRR,14.0,
2583,SRR6008968,SRR,14.0,
2584,SRR6009531,SRR,216.0,
2585,SRR6009443,SRR,18.0,
2586,SRR6009785,SRR,2.0,
2587,SRR6009789,SRR,15.0,
2588,SRR6009850,SRR,14.0,
2589,SRR6009005,SRR,5.0,
2590,SRR6009684,SRR,10.0,
2591,SRR6009567,SRR,78.0,
2592,SRR6009633,SRR,12.0,
2593,SRR6009240,SRR,71.0,
2594,SRR6009823,SRR,76.0,
2595,SRR6009386,SRR,14.0,
2596,SRR6009393,SRR,5.0,
2597,SRR6009060,SRR,71.0,
2598,SRR6009121,SRR,5.0,
2599,SRR6009120,SRR,20.0,
2600,SRR6009816,SRR,39.0,
2601,SRR6009366,SRR,10.0,
2602,SRR6008993,SRR,15.0,
2603,SRR6009177,SRR,14.0,
2604,SRR6009253,SRR,5.0,
2605,SRR6009102,SRR,5.0,
2606,SRR6009769,SRR,39.0,
2607,SRR6009758,SRR,14.0,
2608,SRR6009001,SRR,39.0,
2609,SRR6009057,SRR,2.0,
2610,SRR6009759,SRR,35.0,
2611,SRR6009085,SRR,51.0,
2612,SRR6009693,SRR,175.0,
2613,SRR6009502,SRR,5.0,
2614,SRR6009145,SRR,5.0,
2615,SRR6009141,SRR,10.0,
2616,SRR6009050,SRR,39.0,
2617,SRR6009912,SRR,17.0,
2618,SRR6009849,SRR,293.0,
2619,SRR6009313,SRR,59.0,
2620,SRR6009774,SRR,56.0,
2621,SRR6009876,SRR,175.0,
2622,SRR6009621,SRR,5.0,
2623,SRR6008987,SRR,18.0,
2624,SRR6008981,SRR,59.0,
2625,SRR6009130,SRR,114.0,
2626,SRR6009380,SRR,619.0,
2627,SRR6009422,SRR,15.0,
2628,SRR6009592,SRR,23.0,
2629,SRR6009705,SRR,54.0,
2630,SRR6009510,SRR,17.0,
2631,SRR6009384,SRR,51.0,
2632,SRR6009595,SRR,51.0,
2633,SRR6009258,SRR,12.0,
2634,SRR6009262,SRR,12.0,
2635,SRR6009329,SRR,12.0,
2636,SRR6009509,SRR,23.0,
2637,SRR6009679,SRR,39.0,
2638,SRR6009194,SRR,23.0,
2639,SRR6009887,SRR,619.0,
2640,SRR6009387,SRR,39.0,
2641,SRR6009851,SRR,53.0,
2642,SRR6009185,SRR,3.0,
2643,SRR6009723,SRR,39.0,
2644,SRR6008964,SRR,20.0,
2645,SRR6009172,SRR,14.0,
2646,SRR6009626,SRR,5.0,
2647,SRR6009580,SRR,39.0,
2648,SRR6009638,SRR,26.0,
2649,SRR6008985,SRR,20.0,
2650,SRR6009891,SRR,5.0,
2651,SRR6009572,SRR,10.0,
2652,SRR6009298,SRR,10.0,
2653,SRR6009489,SRR,39.0,
2654,SRR6009902,SRR,14.0,
2655,SRR6009688,SRR,2.0,
2656,SRR6009617,SRR,50.0,
2657,SRR6008946,SRR,15.0,
2658,SRR6009143,SRR,56.0,
2659,SRR6009481,SRR,619.0,
2660,SRR6009327,SRR,39.0,
2661,SRR6009365,SRR,87.0,
2662,SRR6009439,SRR,14.0,
2663,SRR6009379,SRR,39.0,
2664,SRR6009068,SRR,17.0,
2665,SRR6009342,SRR,12.0,
2666,SRR6008956,SRR,20.0,
2667,SRR6009179,SRR,39.0,
2668,SRR6009453,SRR,18.0,
2669,SRR6009657,SRR,5.0,
2670,SRR6009869,SRR,27.0,
2671,SRR6009648,SRR,38.0,
2672,SRR6009722,SRR,5.0,
2673,SRR6009405,SRR,15.0,
2674,SRR6009182,SRR,39.0,
2675,SRR6009360,SRR,78.0,
2676,SRR6009248,SRR,2.0,
2677,SRR6009397,SRR,46.0,
2678,SRR6009260,SRR,5.0,
2679,SRR6009455,SRR,10.0,
2680,SRR6008998,SRR,14.0,
2681,SRR6009624,SRR,10.0,
2682,SRR6009728,SRR,1.0,
2683,SRR6009037,SRR,5.0,
2684,SRR6009796,SRR,39.0,
2685,SRR6009554,SRR,5.0,
2686,SRR6009421,SRR,35.0,
2687,SRR6009308,SRR,12.0,
2688,SRR6009096,SRR,103.0,
2689,SRR6009882,SRR,175.0,
2690,SRR6009046,SRR,20.0,
2691,SRR6009004,SRR,18.0,
2692,SRR6009874,SRR,39.0,
2693,SRR6009862,SRR,14.0,
2694,SRR6009293,SRR,14.0,
2695,SRR6009786,SRR,39.0,
2696,SRR6009318,SRR,20.0,
2697,SRR6009829,SRR,10.0,
2698,SRR6009009,SRR,1.0,
2699,SRR6009466,SRR,18.0,
2700,SRR6009508,SRR,15.0,
2701,SRR6009344,SRR,56.0,
2702,SRR6009150,SRR,35.0,
2703,SRR6008999,SRR,10.0,
2704,SRR6008995,SRR,20.0,
2705,SRR6009480,SRR,50.0,
2706,SRR6009583,SRR,14.0,
2707,SRR6009494,SRR,39.0,
2708,SRR6009255,SRR,39.0,
2709,SRR6009659,SRR,20.0,
2710,SRR6009247,SRR,3.0,
2711,SRR6009467,SRR,10.0,
2712,SRR6009798,SRR,10.0,
2713,SRR6009363,SRR,23.0,
2714,SRR6009840,SRR,39.0,
2715,SRR6009707,SRR,12.0,
2716,SRR6008969,SRR,31.0,
2717,SRR6009211,SRR,10.0,
2718,SRR6009884,SRR,35.0,
2719,SRR6009726,SRR,39.0,
2720,SRR6008959,SRR,20.0,
2721,SRR6008971,SRR,2.0,
2722,SRR6009650,SRR,39.0,
2723,SRR6009819,SRR,14.0,
2724,SRR6009226,SRR,81.0,
2725,SRR6009235,SRR,2.0,
2726,SRR6009296,SRR,512.0,
2727,SRR6009553,SRR,15.0,
2728,SRR6009347,SRR,46.0,
2729,SRR6009906,SRR,39.0,
2730,SRR6009310,SRR,10.0,
2731,SRR6009140,SRR,14.0,
2732,SRR6009094,SRR,39.0,
2733,SRR6009378,SRR,35.0,
2734,SRR6009575,SRR,2.0,
2735,SRR6008973,SRR,15.0,
2736,SRR6009021,SRR,15.0,
2737,SRR6009479,SRR,31.0,
2738,SRR6009225,SRR,10.0,
2739,SRR6009561,SRR,14.0,
2740,SRR6009557,SRR,1.0,
2741,SRR6009105,SRR,12.0,
2742,SRR6009425,SRR,20.0,
2743,SRR6009804,SRR,293.0,
2744,SRR6009408,SRR,15.0,
2745,SRR6008949,SRR,15.0,
2746,SRR6009673,SRR,3.0,
2747,SRR6009423,SRR,11.0,
2748,SRR6009767,SRR,14.0,
2749,SRR6009440,SRR,5.0,
2750,SRR6009615,SRR,14.0,
2751,SRR6009316,SRR,78.0,
2752,SRR6009406,SRR,10.0,
2753,SRR6009164,SRR,87.0,
2754,SRR6009602,SRR,5.0,
2755,SRR6009134,SRR,15.0,
2756,SRR6009427,SRR,26.0,
2757,SRR6009089,SRR,15.0,
2758,SRR6009507,SRR,3.0,
2759,SRR6009117,SRR,1.0,
2760,SRR6009536,SRR,5.0,
2761,SRR6008975,SRR,15.0,
2762,SRR6009535,SRR,296.0,
2763,SRR6009223,SRR,12.0,
2764,SRR6008979,SRR,53.0,
2765,SRR6009608,SRR,14.0,
2766,SRR6009556,SRR,14.0,
2767,SRR6009711,SRR,26.0,
2768,SRR6009323,SRR,20.0,
2769,SRR6009475,SRR,23.0,
2770,SRR6009445,SRR,50.0,
2771,SRR6009352,SRR,704.0,
2772,SRR6009107,SRR,14.0,
2773,SRR6009224,SRR,78.0,
2774,SRR6009729,SRR,3.0,
2775,SRR6009486,SRR,15.0,
2776,SRR6009894,SRR,17.0,
2777,SRR6009462,SRR,2.0,
2778,SRR6009530,SRR,23.0,
2779,SRR6009228,SRR,50.0,
2780,SRR6009504,SRR,57.0,
2781,SRR6009748,SRR,78.0,
2782,SRR6009351,SRR,14.0,
2783,SRR6009128,SRR,5.0,
2784,SRR6008991,SRR,14.0,
2785,SRR6009163,SRR,103.0,
2786,SRR6009215,SRR,5.0,
2787,SRR6009198,SRR,2.0,
2788,SRR6009073,SRR,26.0,
2789,SRR6008994,SRR,23.0,
2790,SRR6009527,SRR,1.0,
2791,SRR6009671,SRR,2.0,
2792,SRR6009109,SRR,2.0,
2793,SRR6009860,SRR,78.0,
2794,SRR6009030,SRR,17.0,
2795,SRR6009409,SRR,15.0,
2796,SRR6009792,SRR,5.0,
2797,SRR6009497,SRR,255.0,
2798,SRR6009603,SRR,2.0,
2799,SRR6009061,SRR,5.0,
2800,SRR6009836,SRR,18.0,
2801,SRR6009552,SRR,175.0,
2802,SRR6009863,SRR,78.0,
2803,SRR6009899,SRR,78.0,
2804,SRR6009252,SRR,23.0,
2805,SRR6008950,SRR,20.0,
2806,SRR6009432,SRR,2.0,
2807,SRR6009229,SRR,54.0,
2808,SRR6008974,SRR,5.0,
2809,SRR6009062,SRR,14.0,
2810,SRR6009377,SRR,5.0,
2811,SRR6009367,SRR,106.0,
2812,SRR6009577,SRR,15.0,
2813,SRR6009456,SRR,15.0,
2814,SRR6009066,SRR,5.0,
2815,SRR6009214,SRR,15.0,
2816,SRR6009187,SRR,12.0,
2817,SRR6009418,SRR,15.0,
2818,SRR6009864,SRR,9.0,
2819,SRR6009587,SRR,15.0,
2820,SRR6009855,SRR,56.0,
2821,SRR6009524,SRR,87.0,
2822,SRR6009880,SRR,14.0,
2823,SRR6008977,SRR,15.0,
2824,SRR6009410,SRR,15.0,
2825,SRR6009320,SRR,2.0,
2826,SRR6009619,SRR,126.0,
2827,SRR6009493,SRR,20.0,
2828,SRR6009079,SRR,26.0,
2829,SRR6009842,SRR,14.0,
2830,SRR6008984,SRR,15.0,
2831,SRR6009757,SRR,15.0,
2832,SRR6009369,SRR,15.0,
2833,SRR6009550,SRR,50.0,
2834,SRR6009048,SRR,14.0,
2835,SRR6009426,SRR,87.0,
2836,SRR6009488,SRR,14.0,
2837,SRR6009043,SRR,15.0,
2838,SRR6009052,SRR,13.0,
2839,SRR6009896,SRR,650.0,
2840,SRR6009662,SRR,12.0,
2841,SRR6009138,SRR,12.0,
2842,SRR6009007,SRR,12.0,
2843,SRR6009059,SRR,14.0,
2844,SRR6009170,SRR,15.0,
2845,SRR6009092,SRR,20.0,
2846,SRR6009690,SRR,103.0,
2847,SRR6008976,SRR,20.0,
2848,SRR6009349,SRR,1.0,
2849,SRR6009038,SRR,14.0,
2850,SRR6008954,SRR,78.0,
2851,SRR6009831,SRR,12.0,
2852,SRR6009491,SRR,1.0,
2853,SRR6009700,SRR,5.0,
2854,SRR6009589,SRR,5.0,
2855,SRR6009233,SRR,23.0,
2856,SRR6009045,SRR,193.0,
2857,SRR6009237,SRR,23.0,
2858,SRR6009051,SRR,78.0,
2859,SRR6009192,SRR,14.0,
2860,SRR6009189,SRR,497.0,
2861,SRR6009417,SRR,14.0,
2862,SRR6009144,SRR,13.0,
2863,SRR6009772,SRR,202.0,
2864,SRR6009322,SRR,50.0,
2865,SRR6009468,SRR,56.0,
2866,SRR6009520,SRR,5.0,
2867,SRR6008990,SRR,15.0,
2868,SRR6009333,SRR,5.0,
2869,SRR6009076,SRR,13.0,
2870,SRR6009675,SRR,5.0,
2871,SRR6009000,SRR,56.0,
2872,SRR6009162,SRR,2.0,
2873,SRR6009193,SRR,46.0,
2874,SRR6009569,SRR,6.0,
2875,SRR6009435,SRR,15.0,
2876,SRR6009721,SRR,15.0,
2877,SRR6009027,SRR,12.0,
2878,SRR6009701,SRR,2.0,
2879,SRR6009441,SRR,2.0,
2880,SRR6009402,SRR,57.0,
2881,SRR6009609,SRR,78.0,
2882,SRR6009281,SRR,642.0,
2883,SRR6009801,SRR,17.0,
2884,SRR6009040,SRR,23.0,
2885,SRR6009254,SRR,87.0,
2886,SRR6009760,SRR,54.0,
2887,SRR6009631,SRR,78.0,
2888,SRR6009412,SRR,78.0,
2889,SRR6009691,SRR,12.0,
2890,SRR6009437,SRR,5.0,
2891,SRR6009799,SRR,13.0,
2892,SRR6009411,SRR,76.0,
2893,SRR6009665,SRR,5.0,
2894,SRR6009788,SRR,14.0,
2895,SRR6009070,SRR,35.0,
2896,SRR6009911,SRR,87.0,
2897,SRR6009301,SRR,2.0,
2898,SRR6009634,SRR,486.0,
2899,SRR6009127,SRR,11.0,
2900,SRR6009458,SRR,1.0,
2901,SRR6009434,SRR,39.0,
2902,SRR6009695,SRR,87.0,
2903,SRR6009442,SRR,14.0,
2904,SRR6009485,SRR,2.0,
2905,SRR6009279,SRR,103.0,
2906,SRR6009564,SRR,78.0,
2907,SRR6009555,SRR,5.0,
2908,SRR6009539,SRR,87.0,
2909,SRR6009800,SRR,71.0,
2910,SRR6009888,SRR,103.0,
2911,SRR6009599,SRR,46.0,
2912,SRR6009877,SRR,106.0,
2913,SRR6009156,SRR,20.0,
2914,SRR6009031,SRR,11.0,
2915,SRR6009419,SRR,15.0,
2916,SRR6009101,SRR,15.0,
2917,SRR6009111,SRR,13.0,
2918,SRR6009116,SRR,20.0,
2919,SRR6008952,SRR,5.0,
2920,SRR6009742,SRR,15.0,
2921,SRR6009404,SRR,87.0,
2922,SRR6009824,SRR,15.0,
2923,SRR6009217,SRR,13.0,
2924,SRR6009325,SRR,62.0,
2925,SRR6009431,SRR,14.0,
2926,SRR6009833,SRR,23.0,
2927,SRR6009499,SRR,15.0,
2928,SRR6009573,SRR,5.0,
2929,SRR6009853,SRR,9.0,
2930,SRR6009250,SRR,106.0,
2931,SRR6009914,SRR,15.0,
2932,SRR6009521,SRR,15.0,
2933,SRR6009806,SRR,59.0,
2934,SRR6009689,SRR,87.0,
2935,SRR6009525,SRR,15.0,
2936,SRR6009753,SRR,723.0,
2937,SRR6009606,SRR,2.0,
2938,SRR6009740,SRR,50.0,
2939,SRR6009761,SRR,39.0,
2940,SRR6009420,SRR,78.0,
2941,SRR6009280,SRR,15.0,
2942,SRR6009709,SRR,39.0,
2943,SRR6009859,SRR,81.0,
2944,SRR6009385,SRR,2.0,
2945,SRR6009668,SRR,85.0,
2946,SRR6009630,SRR,14.0,
2947,SRR6009523,SRR,190.0,
2948,SRR6009221,SRR,2.0,
2949,SRR6009478,SRR,5.0,
2950,SRR6009082,SRR,5.0,
2951,SRR6008989,SRR,17.0,
2952,SRR6009574,SRR,78.0,
2953,SRR6009820,SRR,78.0,
2954,SRR6009114,SRR,12.0,
2955,SRR6009560,SRR,107.0,
2956,SRR6009512,SRR,26.0,
2957,SRR6009627,SRR,27.0,
2958,SRR6009598,SRR,17.0,
2959,SRR6009780,SRR,27.0,
2960,SRR6009529,SRR,107.0,
2961,SRR6009600,SRR,2.0,
2962,SRR6009086,SRR,5.0,
2963,SRR6009151,SRR,5.0,
2964,SRR6008970,SRR,26.0,
2965,SRR6009645,SRR,23.0,
2966,SRR6009209,SRR,78.0,
2967,SRR6009186,SRR,15.0,
2968,SRR6009190,SRR,13.0,
2969,SRR6009321,SRR,2.0,
2970,SRR6009644,SRR,27.0,
2971,SRR6009704,SRR,392.0,
2972,SRR6009898,SRR,20.0,
2973,SRR6009167,SRR,175.0,
2974,SRR6009584,SRR,26.0,
2975,SRR6009289,SRR,255.0,
2976,SRR6009611,SRR,29.0,
2977,SRR6009501,SRR,14.0,
2978,SRR6009775,SRR,26.0,
2979,SRR6009710,SRR,15.0,
2980,SRR6009368,SRR,15.0,
2981,SRR6009166,SRR,15.0,
2982,SRR6009856,SRR,26.0,
2983,SRR6009328,SRR,283.0,
2984,SRR6009142,SRR,283.0,
2985,SRR6009036,SRR,12.0,
2986,SRR6009768,SRR,2.0,
2987,SRR6009791,SRR,2.0,
2988,SRR6009685,SRR,17.0,
2989,SRR6009904,SRR,85.0,
2990,SRR6009725,SRR,27.0,
2991,SRR6009358,SRR,46.0,
2992,SRR6009474,SRR,5.0,
2993,SRR6009447,SRR,2.0,
2994,SRR6009744,SRR,2.0,
2995,SRR6009124,SRR,2.0,
2996,SRR6009581,SRR,39.0,
2997,SRR6009547,SRR,2.0,
2998,SRR6009811,SRR,2.0,
2999,SRR6009640,SRR,3.0,
3000,SRR6009239,SRR,23.0,
3001,SRR6009712,SRR,14.0,
3002,SRR6009334,SRR,2.0,
3003,SRR6009805,SRR,54.0,
3004,SRR6009694,SRR,14.0,
3005,SRR6009010,SRR,15.0,
3006,SRR6009878,SRR,5.0,
3007,SRR6009067,SRR,54.0,
3008,SRR6009795,SRR,87.0,
3009,SRR6009613,SRR,66.0,
3010,SRR6009337,SRR,2.0,
3011,SRR6009210,SRR,78.0,
3012,SRR6009183,SRR,78.0,
3013,SRR6009666,SRR,15.0,
3014,SRR6009867,SRR,27.0,
3015,SRR6009522,SRR,78.0,
3016,SRR6009072,SRR,10.0,
3017,SRR6009112,SRR,167.0,
3018,SRR6009131,SRR,2.0,
3019,SRR6009771,SRR,15.0,
3020,SRR6009154,SRR,2.0,
3021,SRR6009446,SRR,39.0,
3022,SRR6008961,SRR,14.0,
3023,SRR6009658,SRR,29.0,
3024,SRR6009697,SRR,14.0,
3025,SRR6009016,SRR,1.0,
3026,SRR6009230,SRR,11.0,
3027,SRR6009821,SRR,20.0,
3028,SRR6009830,SRR,50.0,
3029,SRR6009256,SRR,14.0,
3030,SRR6009083,SRR,14.0,
3031,SRR6009132,SRR,15.0,
3032,SRR6009610,SRR,14.0,
