,accession,source_code,ribotype,c1
3771,SRR3630407,SRR,106.0,
3772,SRR3357844,SRR,27.0,
3773,SRR3355421,SRR,127.0,
3774,SRR3356258,SRR,78.0,
3775,SRR3356329,SRR,277.0,
3776,SRR3357647,SRR,126.0,
3777,SRR3355465,SRR,15.0,
3778,SRR3355977,SRR,3.0,
3779,SRR17631106,SRR,,
3780,SRR3356277,SRR,21.0,
3781,SRR3355409,SRR,15.0,
3782,SRR3356215,SRR,23.0,
3783,SRR3355882,SRR,78.0,
3784,SRR3357918,SRR,23.0,
3785,SRR3355834,SRR,27.0,
3786,SRR3335194,SRR,,
3787,SRR3355430,SRR,12.0,
3788,SRR3355925,SRR,18.0,
3789,SRR3337512,SRR,15.0,
3790,SRR17631405,SRR,,
3791,SRR3355923,SRR,27.0,
3792,SRR3355843,SRR,27.0,
3793,SRR3357942,SRR,54.0,
3794,SRR17631178,SRR,,
3795,SRR3356111,SRR,27.0,
3796,SRR3356226,SRR,106.0,
3797,SRR3355350,SRR,106.0,
3798,SRR3355936,SRR,27.0,
3799,SRR3355424,SRR,2.0,
3800,SRR3335268,SRR,27.0,
3801,SRR3356162,SRR,27.0,
3802,SRR3355443,SRR,27.0,
3803,SRR3337519,SRR,15.0,
3804,SRR3357949,SRR,78.0,
3805,SRR3356243,SRR,27.0,
3806,SRR3335524,SRR,78.0,
3807,SRR3356315,SRR,258.0,
3808,SRR3355411,SRR,12.0,
3809,SRR3356120,SRR,2.0,
3810,SRR3335913,SRR,29.0,
3811,SRR3356202,SRR,27.0,
3812,SRR3355938,SRR,27.0,
3813,SRR3356229,SRR,11.0,
3814,SRR3355449,SRR,15.0,
3815,SRR3356131,SRR,18.0,
3816,SRR3356328,SRR,27.0,
3817,SRR3356250,SRR,14.0,
3818,SRR3335971,SRR,17.0,
3819,SRR3355793,SRR,27.0,
3820,SRR3357956,SRR,23.0,
3821,SRR3355391,SRR,15.0,
3822,SRR3355719,SRR,15.0,
3823,SRR3357624,SRR,76.0,
3824,SRR3338573,SRR,13.0,
3825,SRR3355836,SRR,27.0,
3826,SRR3336003,SRR,78.0,
3827,SRR3357672,SRR,12.0,
3828,SRR3357917,SRR,15.0,
3829,SRR3337743,SRR,27.0,
3830,SRR3338089,SRR,329.0,
3831,SRR3355436,SRR,54.0,
3832,SRR17631230,SRR,,
3833,SRR3357649,SRR,26.0,
3834,SRR3356184,SRR,2.0,
3835,SRR3355981,SRR,106.0,
3836,SRR3335269,SRR,,
3837,SRR3355937,SRR,220.0,
3838,SRR3356212,SRR,20.0,
3839,SRR3357521,SRR,23.0,
3840,SRR3357618,SRR,2.0,
3841,SRR3355408,SRR,23.0,
3842,SRR3355880,SRR,5.0,
3843,SRR3356266,SRR,5.0,
3844,SRR3355919,SRR,78.0,
3845,SRR3355412,SRR,18.0,
3846,SRR3356245,SRR,106.0,
3847,SRR3338947,SRR,276.0,
3848,SRR3356101,SRR,14.0,
3849,SRR3356257,SRR,5.0,
3850,SRR17631158,SRR,,
3851,SRR3355890,SRR,276.0,
3852,SRR3355433,SRR,26.0,
3853,SRR3338275,SRR,106.0,
3854,SRR3338188,SRR,93.0,
3855,SRR3338134,SRR,81.0,
3856,SRR3355438,SRR,2.0,
3857,SRR3356173,SRR,3.0,
3858,SRR3356253,SRR,23.0,
3859,SRR3356217,SRR,18.0,
3860,SRR3355915,SRR,175.0,
3861,SRR3357983,SRR,23.0,
3862,SRR3358286,SRR,23.0,
3863,SRR3338146,SRR,20.0,
3864,SRR3356127,SRR,20.0,
3865,SRR3334889,SRR,14.0,
3866,SRR3355800,SRR,2.0,
3867,SRR3356307,SRR,14.0,
3868,SRR3336057,SRR,2.0,
3869,SRR3338480,SRR,29.0,
3870,SRR3338892,SRR,54.0,
3871,SRR3355944,SRR,14.0,
3872,SRR3356230,SRR,216.0,
3873,SRR3339036,SRR,17.0,
3874,SRR3355928,SRR,54.0,
3875,SRR3355866,SRR,78.0,
3876,SRR3335981,SRR,111.0,
3877,SRR3356200,SRR,5.0,
3878,SRR3357953,SRR,24.0,
3879,SRR3338497,SRR,14.0,
3880,SRR3355794,SRR,50.0,
3881,SRR3357635,SRR,,
3882,SRR3356357,SRR,27.0,
3883,SRR3358283,SRR,106.0,
3884,SRR3357511,SRR,153.0,
3885,SRR3355855,SRR,20.0,
3886,SRR3357943,SRR,5.0,
3887,SRR3356332,SRR,12.0,
3888,SRR3356141,SRR,81.0,
3889,SRR3338107,SRR,,
3890,SRR3337756,SRR,14.0,
3891,SRR3357622,SRR,14.0,
3892,SRR3339321,SRR,27.0,
3893,SRR3357550,SRR,78.0,
3894,SRR3355913,SRR,27.0,
3895,SRR3356145,SRR,78.0,
3896,SRR3356236,SRR,26.0,
3897,SRR3338483,SRR,27.0,
3898,SRR3337673,SRR,27.0,
3899,SRR3356147,SRR,27.0,
3900,SRR3356317,SRR,,
3901,SRR3357852,SRR,,
3902,SRR3355852,SRR,27.0,
3903,SRR3356244,SRR,5.0,
3904,SRR3355478,SRR,3.0,
3905,SRR3339313,SRR,,
3906,SRR3358282,SRR,46.0,
3907,SRR3335478,SRR,2.0,
3908,SRR3335550,SRR,2.0,
3909,SRR3355378,SRR,20.0,
3910,SRR17631062,SRR,,
3911,SRR3355368,SRR,20.0,
3912,SRR3357674,SRR,2.0,
3913,SRR3356167,SRR,27.0,
3914,SRR3355934,SRR,23.0,
3915,SRR3357520,SRR,27.0,
3916,SRR3355889,SRR,27.0,
3917,SRR3356297,SRR,20.0,
3918,SRR3355406,SRR,14.0,
3919,SRR3356234,SRR,78.0,
3920,SRR3356355,SRR,27.0,
3921,SRR3355348,SRR,,
3922,SRR3356206,SRR,2.0,
3923,SRR3355455,SRR,27.0,
3924,SRR3357988,SRR,2.0,
3925,SRR3356301,SRR,216.0,
3926,SRR3355349,SRR,27.0,
3927,SRR17631011,SRR,,
3928,SRR3335968,SRR,70.0,
3929,SRR3355446,SRR,78.0,
3930,SRR3335843,SRR,23.0,
3931,SRR3355902,SRR,258.0,
3932,SRR3356267,SRR,15.0,
3933,SRR3357538,SRR,78.0,
3934,SRR3356033,SRR,27.0,
3935,SRR3338544,SRR,76.0,
3936,SRR3356311,SRR,15.0,
3937,SRR3355905,SRR,2.0,
3938,SRR3338501,SRR,81.0,
3939,SRR3355848,SRR,,
3940,SRR3355904,SRR,5.0,
3941,SRR3356351,SRR,18.0,
3942,SRR3358135,SRR,15.0,
3943,SRR3355751,SRR,54.0,
3944,SRR3355472,SRR,,
3945,SRR3356331,SRR,11.0,
3946,SRR3356216,SRR,5.0,
3947,SRR3337509,SRR,2.0,
3948,SRR3337713,SRR,,
3949,SRR3356185,SRR,2.0,
3950,SRR3355402,SRR,288.0,
3951,SRR3355440,SRR,27.0,
3952,SRR3355723,SRR,27.0,
3953,SRR3356314,SRR,78.0,
3954,SRR3355949,SRR,15.0,
3955,SRR3355878,SRR,,
3956,SRR17631198,SRR,,
3957,SRR3356294,SRR,2.0,
3958,SRR3355429,SRR,5.0,
3959,SRR3337679,SRR,78.0,
3960,SRR3355851,SRR,78.0,
3961,SRR3338757,SRR,5.0,
3962,SRR3358034,SRR,81.0,
3963,SRR3357639,SRR,78.0,
3964,SRR3355364,SRR,,
3965,SRR3338770,SRR,78.0,
3966,SRR3356334,SRR,22.0,
3967,SRR3339360,SRR,78.0,
3968,SRR17631440,SRR,,
3969,SRR3339379,SRR,2.0,
3970,SRR3355484,SRR,27.0,
3971,SRR3356306,SRR,14.0,
3972,SRR3355891,SRR,62.0,
3973,SRR3356353,SRR,27.0,
3974,SRR3338553,SRR,27.0,
3975,SRR3355875,SRR,,
3976,SRR3355474,SRR,27.0,
3977,SRR3355468,SRR,341.0,
3978,SRR3357505,SRR,2.0,
3979,SRR3355931,SRR,27.0,
3980,SRR3357934,SRR,27.0,
3981,SRR3358018,SRR,87.0,
3982,SRR3357944,SRR,5.0,
3983,SRR3337506,SRR,2.0,
3984,SRR3358285,SRR,20.0,
3985,SRR3355897,SRR,27.0,
3986,SRR3357651,SRR,2.0,
3987,SRR3356106,SRR,14.0,
3988,SRR17631402,SRR,,
3989,SRR3336085,SRR,2.0,
3990,SRR3357939,SRR,81.0,
3991,SRR3356338,SRR,14.0,
3992,SRR3355441,SRR,81.0,
3993,SRR3355921,SRR,20.0,
3994,SRR3335200,SRR,,
3995,SRR3338895,SRR,27.0,
3996,SRR17631033,SRR,,
3997,SRR3357973,SRR,14.0,
3998,SRR3355476,SRR,15.0,
3999,SRR3338463,SRR,27.0,
4000,SRR3357646,SRR,20.0,
4001,SRR3356135,SRR,11.0,
4002,SRR3356177,SRR,15.0,
4003,SRR3356272,SRR,15.0,
4004,SRR3356139,SRR,22.0,
4005,SRR3356104,SRR,78.0,
4006,SRR3357525,SRR,27.0,
4007,SRR3357518,SRR,27.0,
4008,SRR3335227,SRR,27.0,
4009,SRR3355417,SRR,14.0,
4010,SRR3355846,SRR,14.0,
4011,SRR3355456,SRR,15.0,
4012,SRR3338491,SRR,15.0,
4013,SRR3356278,SRR,14.0,
4014,SRR3338075,SRR,14.0,
4015,SRR3334865,SRR,78.0,
4016,SRR3356274,SRR,27.0,
4017,SRR3358193,SRR,2.0,
4018,SRR3356182,SRR,27.0,
4019,SRR3355750,SRR,27.0,
4020,SRR3357851,SRR,,
4021,SRR3357935,SRR,78.0,
4022,SRR3355362,SRR,27.0,
4023,SRR3355461,SRR,27.0,
4024,SRR17631093,SRR,,
4025,SRR3357763,SRR,15.0,
4026,SRR3355903,SRR,78.0,
4027,SRR17631423,SRR,,
4028,SRR3356134,SRR,78.0,
4029,SRR17631274,SRR,,
4030,SRR3355849,SRR,12.0,
4031,SRR3356256,SRR,14.0,
4032,SRR3356130,SRR,78.0,
4033,SRR3356321,SRR,20.0,
4034,SRR3357551,SRR,2.0,
4035,SRR3355860,SRR,27.0,
4036,SRR3356282,SRR,15.0,
4037,SRR3355857,SRR,14.0,
4038,SRR3355798,SRR,29.0,
4039,SRR3358078,SRR,2.0,
4040,SRR3358227,SRR,78.0,
4041,SRR3355483,SRR,27.0,
4042,SRR3356276,SRR,,
4043,SRR3338099,SRR,15.0,
4044,SRR3357736,SRR,2.0,
4045,SRR3355799,SRR,15.0,
4046,SRR3338639,SRR,14.0,
4047,SRR3355383,SRR,14.0,
4048,SRR3355375,SRR,15.0,
4049,SRR3357615,SRR,27.0,
4050,SRR3356211,SRR,5.0,
4051,SRR3355861,SRR,15.0,
4052,SRR3356221,SRR,54.0,
4053,SRR3356158,SRR,20.0,
4054,SRR3338589,SRR,27.0,
4055,SRR3355367,SRR,140.0,
4056,SRR3356289,SRR,12.0,
4057,SRR3337593,SRR,101.0,
4058,SRR3339003,SRR,2.0,
4059,SRR3355477,SRR,78.0,
4060,SRR3355840,SRR,14.0,
4061,SRR3355898,SRR,56.0,
4062,SRR3358212,SRR,106.0,
4063,SRR3357878,SRR,27.0,
4064,SRR3358263,SRR,5.0,
4065,SRR3335910,SRR,27.0,
4066,SRR3356235,SRR,2.0,
4067,SRR3356304,SRR,5.0,
4068,SRR3356287,SRR,20.0,
4069,SRR3357940,SRR,27.0,
4070,SRR3337615,SRR,5.0,
4071,SRR3356300,SRR,15.0,
4072,SRR3356121,SRR,106.0,
4073,SRR3355825,SRR,76.0,
4074,SRR3356252,SRR,27.0,
4075,SRR3358297,SRR,13.0,
4076,SRR3339343,SRR,15.0,
4077,SRR3356102,SRR,126.0,
4078,SRR3356246,SRR,27.0,
4079,SRR3356123,SRR,14.0,
4080,SRR17631433,SRR,,
4081,SRR3356132,SRR,5.0,
4082,SRR3355415,SRR,29.0,
4083,SRR3335283,SRR,17.0,
4084,SRR3355922,SRR,14.0,
4085,SRR3357928,SRR,78.0,
4086,SRR3355401,SRR,23.0,
4087,SRR3357659,SRR,3.0,
4088,SRR3338541,SRR,20.0,
4089,SRR3338266,SRR,,
4090,SRR3339392,SRR,5.0,
4091,SRR3334875,SRR,2.0,
4092,SRR3337787,SRR,27.0,
4093,SRR3355420,SRR,46.0,
4094,SRR3358270,SRR,323.0,
4095,SRR3355435,SRR,15.0,
4096,SRR3337772,SRR,15.0,
4097,SRR3355413,SRR,46.0,
4098,SRR3356166,SRR,5.0,
4099,SRR3356288,SRR,27.0,
4100,SRR3357663,SRR,193.0,
4101,SRR3338168,SRR,3.0,
4102,SRR3356196,SRR,78.0,
4103,SRR3356170,SRR,249.0,
4104,SRR3357936,SRR,26.0,
4105,SRR17631470,SRR,,
4106,SRR3338586,SRR,20.0,
4107,SRR3356193,SRR,27.0,
4108,SRR3338203,SRR,78.0,
4109,SRR3338527,SRR,23.0,
4110,SRR3355400,SRR,26.0,
4111,SRR3355387,SRR,2.0,
4112,SRR17630979,SRR,,
4113,SRR3355911,SRR,107.0,
4114,SRR3356169,SRR,2.0,
4115,SRR3335946,SRR,,
4116,SRR3356129,SRR,26.0,
4117,SRR17631333,SRR,,
4118,SRR3335887,SRR,78.0,
4119,SRR3337670,SRR,2.0,
4120,SRR3357667,SRR,351.0,
4121,SRR3357625,SRR,20.0,
4122,SRR3355382,SRR,11.0,
4123,SRR3338731,SRR,27.0,
4124,SRR3335287,SRR,15.0,
4125,SRR3357815,SRR,27.0,
4126,SRR3356241,SRR,27.0,
4127,SRR3338908,SRR,17.0,
4128,SRR3338100,SRR,369.0,
4129,SRR3338679,SRR,78.0,
4130,SRR3357961,SRR,126.0,
4131,SRR3356273,SRR,78.0,
4132,SRR17631388,SRR,,
4133,SRR3356186,SRR,3.0,
4134,SRR3357616,SRR,417.0,
4135,SRR3356233,SRR,,
4136,SRR3357641,SRR,15.0,
4137,SRR3355749,SRR,126.0,
4138,SRR3355868,SRR,23.0,
4139,SRR3356150,SRR,207.0,
4140,SRR3356155,SRR,15.0,
4141,SRR3338989,SRR,274.0,
4142,SRR3355886,SRR,,
4143,SRR3338122,SRR,15.0,
4144,SRR3357546,SRR,2.0,
4145,SRR3357671,SRR,29.0,
4146,SRR3355426,SRR,15.0,
4147,SRR3338674,SRR,2.0,
4148,SRR3358215,SRR,54.0,
4149,SRR3355404,SRR,78.0,
4150,SRR3356330,SRR,14.0,
4151,SRR3357985,SRR,26.0,
4152,SRR3356232,SRR,258.0,
4153,SRR17631232,SRR,,
4154,SRR3357975,SRR,78.0,
4155,SRR3356203,SRR,2.0,
4156,SRR3338105,SRR,348.0,
4157,SRR3335297,SRR,103.0,
4158,SRR3355874,SRR,5.0,
4159,SRR3355389,SRR,258.0,
4160,SRR3338213,SRR,14.0,
4161,SRR3334908,SRR,106.0,
4162,SRR3337586,SRR,14.0,
4163,SRR3358211,SRR,15.0,
4164,SRR3356105,SRR,15.0,
4165,SRR3357869,SRR,78.0,
4166,SRR3355354,SRR,5.0,
4167,SRR3356032,SRR,15.0,
4168,SRR3355935,SRR,27.0,
4169,SRR3337770,SRR,27.0,
4170,SRR3631915,SRR,244.0,
4171,SRR3631885,SRR,244.0,
4172,SRR3355464,SRR,,
4173,SRR3338694,SRR,87.0,
4174,SRR3356264,SRR,20.0,
4175,SRR3335975,SRR,,
4176,SRR3357631,SRR,20.0,
4177,SRR3358214,SRR,78.0,
4178,SRR3356238,SRR,87.0,
4179,SRR3337595,SRR,20.0,
4180,SRR3356251,SRR,258.0,
4181,SRR3337755,SRR,3.0,
4182,SRR3335960,SRR,15.0,
4183,SRR3357648,SRR,140.0,
4184,SRR3338472,SRR,20.0,
4185,SRR3356249,SRR,42.0,
4186,SRR3335277,SRR,103.0,
4187,SRR3339022,SRR,2.0,
4188,SRR3357962,SRR,27.0,
4189,SRR3338126,SRR,54.0,
4190,SRR3355388,SRR,21.0,
4191,SRR3338195,SRR,106.0,
4192,SRR3358241,SRR,50.0,
4193,SRR3338166,SRR,14.0,
4194,SRR3336098,SRR,14.0,
4195,SRR3335881,SRR,2.0,
4196,SRR3334818,SRR,27.0,
4197,SRR3338941,SRR,56.0,
4198,SRR3338661,SRR,106.0,
4199,SRR3338231,SRR,181.0,
4200,SRR3338080,SRR,339.0,
4201,SRR3355467,SRR,384.0,
4202,SRR3355822,SRR,14.0,
4203,SRR3356156,SRR,216.0,
4204,SRR3631558,SRR,,
4205,SRR3338230,SRR,78.0,
4206,SRR3355884,SRR,2.0,
4207,SRR3358261,SRR,438.0,
4208,SRR3357871,SRR,78.0,
4209,SRR3356227,SRR,78.0,
4210,SRR3335489,SRR,5.0,
4211,SRR17631050,SRR,,
4212,SRR3358245,SRR,14.0,
4213,SRR3357981,SRR,81.0,
4214,SRR3356349,SRR,15.0,
4215,SRR3356140,SRR,78.0,
4216,SRR17631315,SRR,,
4217,SRR3355454,SRR,70.0,
4218,SRR3356342,SRR,37.0,
4219,SRR3355351,SRR,46.0,
4220,SRR3356275,SRR,2.0,
4221,SRR3334816,SRR,12.0,
4222,SRR3334804,SRR,106.0,
4223,SRR3631458,SRR,258.0,
4224,SRR3338922,SRR,2.0,
4225,SRR3357665,SRR,29.0,
4226,SRR3355926,SRR,14.0,
4227,SRR3357966,SRR,81.0,
4228,SRR3355827,SRR,15.0,
4229,SRR17631473,SRR,,
4230,SRR3358264,SRR,14.0,
4231,SRR3338216,SRR,220.0,
4232,SRR3358198,SRR,20.0,
4233,SRR3355845,SRR,20.0,
4234,SRR3357564,SRR,76.0,
4235,SRR3334830,SRR,23.0,
4236,SRR3357565,SRR,20.0,
4237,SRR3335558,SRR,78.0,
4238,SRR3356174,SRR,15.0,
4239,SRR3355359,SRR,66.0,
4240,SRR3355453,SRR,20.0,
4241,SRR3355418,SRR,54.0,
4242,SRR3356058,SRR,13.0,
4243,SRR3355916,SRR,15.0,
4244,SRR3356343,SRR,20.0,
4245,SRR3357931,SRR,27.0,
4246,SRR3358035,SRR,12.0,
4247,SRR3337768,SRR,78.0,
4248,SRR3356298,SRR,14.0,
4249,SRR3357653,SRR,76.0,
4250,SRR3355450,SRR,258.0,
4251,SRR3356322,SRR,50.0,
4252,SRR3356291,SRR,199.0,
4253,SRR3335597,SRR,14.0,
4254,SRR3355879,SRR,3.0,
4255,SRR3357947,SRR,78.0,
4256,SRR3356197,SRR,27.0,
4257,SRR3355437,SRR,15.0,
4258,SRR3355374,SRR,23.0,
4259,SRR3338916,SRR,27.0,
4260,SRR3357847,SRR,23.0,
4261,SRR3357645,SRR,2.0,
4262,SRR3356153,SRR,78.0,
4263,SRR3358195,SRR,18.0,
4264,SRR17631016,SRR,,
4265,SRR3357846,SRR,81.0,
4266,SRR3356224,SRR,78.0,
4267,SRR3356323,SRR,27.0,
4268,SRR3335535,SRR,106.0,
4269,SRR3335462,SRR,106.0,
4270,SRR3355831,SRR,20.0,
4271,SRR3355403,SRR,27.0,
4272,SRR3355407,SRR,78.0,
4273,SRR3335993,SRR,106.0,
4274,SRR3339307,SRR,54.0,
4275,SRR3357922,SRR,27.0,
4276,SRR3357879,SRR,2.0,
4277,SRR3357842,SRR,27.0,
4278,SRR3357527,SRR,78.0,
4279,SRR3356281,SRR,27.0,
4280,SRR3355892,SRR,106.0,
4281,SRR3357968,SRR,,
4282,SRR3357661,SRR,78.0,
4283,SRR3356171,SRR,15.0,
4284,SRR17631392,SRR,,
4285,SRR3355940,SRR,23.0,
4286,SRR3355479,SRR,15.0,
4287,SRR3357959,SRR,15.0,
4288,SRR3357507,SRR,27.0,
4289,SRR17631164,SRR,,
4290,SRR3355929,SRR,14.0,
4291,SRR3355863,SRR,78.0,
4292,SRR3355917,SRR,14.0,
4293,SRR3355376,SRR,20.0,
4294,SRR3356179,SRR,15.0,
4295,SRR3356178,SRR,78.0,
4296,SRR3356210,SRR,20.0,
4297,SRR3356192,SRR,193.0,
4298,SRR3338273,SRR,14.0,
4299,SRR3357629,SRR,2.0,
4300,SRR3356168,SRR,2.0,
4301,SRR3356347,SRR,11.0,
4302,SRR3357642,SRR,15.0,
4303,SRR3338249,SRR,2.0,
4304,SRR3357668,SRR,46.0,
4305,SRR3338507,SRR,15.0,
4306,SRR3356240,SRR,78.0,
4307,SRR3356248,SRR,15.0,
4308,SRR3631861,SRR,36.0,
4309,SRR3631548,SRR,36.0,
4310,SRR3355365,SRR,27.0,
4311,SRR3356195,SRR,81.0,
4312,SRR3355357,SRR,23.0,
4313,SRR3356176,SRR,18.0,
4314,SRR3355428,SRR,14.0,
4315,SRR3338148,SRR,78.0,
4316,SRR3337611,SRR,20.0,
4317,SRR3356183,SRR,78.0,
4318,SRR3356286,SRR,2.0,
4319,SRR3337707,SRR,11.0,
4320,SRR3336091,SRR,15.0,
4321,SRR3338111,SRR,2.0,
4322,SRR3356214,SRR,78.0,
4323,SRR3357626,SRR,27.0,
4324,SRR3356143,SRR,78.0,
4325,SRR3356296,SRR,78.0,
4326,SRR3336031,SRR,50.0,
4327,SRR3355901,SRR,20.0,
4328,SRR3356198,SRR,339.0,
4329,SRR3355870,SRR,339.0,
4330,SRR3338649,SRR,14.0,
4331,SRR3338565,SRR,13.0,
4332,SRR3357932,SRR,23.0,
4333,SRR3357540,SRR,78.0,
4334,SRR3335436,SRR,15.0,
4335,SRR3355854,SRR,2.0,
4336,SRR3355481,SRR,57.0,
4337,SRR3355796,SRR,26.0,
4338,SRR3356144,SRR,27.0,
4339,SRR3356295,SRR,,
4340,SRR3357536,SRR,78.0,
4341,SRR3357502,SRR,5.0,
4342,SRR3355361,SRR,20.0,
4343,SRR3356159,SRR,26.0,
4344,SRR3355447,SRR,216.0,
4345,SRR3356320,SRR,1.0,
4346,SRR3355909,SRR,54.0,
4347,SRR3356137,SRR,27.0,
4348,SRR3334843,SRR,106.0,
4349,SRR3338655,SRR,14.0,
4350,SRR3355444,SRR,23.0,
4351,SRR3358016,SRR,1.0,
4352,SRR3358197,SRR,27.0,
4353,SRR3356188,SRR,23.0,
4354,SRR3338272,SRR,,
4355,SRR3355941,SRR,20.0,
4356,SRR3356146,SRR,57.0,
4357,SRR3337724,SRR,519.0,
4358,SRR3355907,SRR,14.0,
4359,SRR3357509,SRR,81.0,
4360,SRR3357508,SRR,249.0,
4361,SRR3356223,SRR,2.0,
4362,SRR3356303,SRR,193.0,
4363,SRR3338160,SRR,78.0,
4364,SRR3355442,SRR,27.0,
4365,SRR3357977,SRR,2.0,
4366,SRR3356312,SRR,15.0,
4367,SRR3357504,SRR,15.0,
4368,SRR3358076,SRR,15.0,
4369,SRR3337580,SRR,87.0,
4370,SRR3357873,SRR,26.0,
4371,SRR3357919,SRR,78.0,
4372,SRR3356237,SRR,126.0,
4373,SRR3357673,SRR,78.0,
4374,SRR3356204,SRR,2.0,
4375,SRR3357545,SRR,27.0,
4376,SRR3631756,SRR,27.0,
4377,SRR3355480,SRR,78.0,
4378,SRR3356231,SRR,87.0,
4379,SRR3358271,SRR,14.0,
4380,SRR3357644,SRR,27.0,
4381,SRR3338234,SRR,27.0,
4382,SRR3355371,SRR,78.0,
4383,SRR3358266,SRR,78.0,
4384,SRR3357926,SRR,87.0,
4385,SRR3356269,SRR,1.0,
4386,SRR3357916,SRR,14.0,
4387,SRR3339316,SRR,50.0,
4388,SRR3355431,SRR,14.0,
4389,SRR3356284,SRR,78.0,
4390,SRR3356292,SRR,20.0,
4391,SRR3358298,SRR,78.0,
4392,SRR3338550,SRR,27.0,
4393,SRR3356261,SRR,27.0,
4394,SRR3338138,SRR,14.0,
4395,SRR3337774,SRR,20.0,
4396,SRR3355423,SRR,,
4397,SRR3356255,SRR,15.0,
4398,SRR3339000,SRR,20.0,
4399,SRR3355363,SRR,23.0,
4400,SRR3355830,SRR,14.0,
4401,SRR3355460,SRR,70.0,
4402,SRR3355858,SRR,14.0,
4403,SRR3356213,SRR,11.0,
4404,SRR3355795,SRR,78.0,
4405,SRR3338243,SRR,445.0,
4406,SRR3355353,SRR,5.0,
4407,SRR3355881,SRR,27.0,
4408,SRR3355397,SRR,14.0,
4409,SRR3355392,SRR,14.0,
4410,SRR3335878,SRR,78.0,
4411,SRR3339208,SRR,27.0,
4412,SRR3357845,SRR,12.0,
4413,SRR3356124,SRR,29.0,
4414,SRR3356219,SRR,27.0,
4415,SRR3357636,SRR,5.0,
4416,SRR3357547,SRR,27.0,
4417,SRR3335932,SRR,76.0,
4418,SRR3356194,SRR,20.0,
4419,SRR3357513,SRR,3.0,
4420,SRR3336005,SRR,23.0,
4421,SRR3355482,SRR,2.0,
4422,SRR3338246,SRR,258.0,
4423,SRR3358300,SRR,14.0,
4424,SRR3339040,SRR,258.0,
4425,SRR3355873,SRR,81.0,
4426,SRR3335230,SRR,,
4427,SRR3357660,SRR,17.0,
4428,SRR3355865,SRR,18.0,
4429,SRR3357843,SRR,2.0,
4430,SRR3358267,SRR,20.0,
4431,SRR3357656,SRR,258.0,
4432,SRR3356142,SRR,20.0,
4433,SRR3339297,SRR,2.0,
4434,SRR3355943,SRR,106.0,
4435,SRR3335860,SRR,20.0,
4436,SRR3338210,SRR,76.0,
4437,SRR3356181,SRR,341.0,
4438,SRR3355838,SRR,78.0,
4439,SRR3355379,SRR,70.0,
4440,SRR3355469,SRR,78.0,
4441,SRR3356247,SRR,27.0,
4442,SRR3356149,SRR,27.0,
4443,SRR3355394,SRR,27.0,
4444,SRR3355828,SRR,14.0,
4445,SRR3358259,SRR,2.0,
4446,SRR3339380,SRR,15.0,
4447,SRR3338611,SRR,14.0,
4448,SRR3335864,SRR,78.0,
4449,SRR3356339,SRR,17.0,
4450,SRR3355833,SRR,14.0,
4451,SRR3357915,SRR,15.0,
4452,SRR3355470,SRR,20.0,
4453,SRR3338212,SRR,29.0,
4454,SRR3356337,SRR,27.0,
4455,SRR3355370,SRR,78.0,
4456,SRR3355869,SRR,27.0,
4457,SRR3355451,SRR,2.0,
4458,SRR3355824,SRR,14.0,
4459,SRR3338068,SRR,249.0,
4460,SRR3337709,SRR,2.0,
4461,SRR3356348,SRR,353.0,
4462,SRR3356109,SRR,78.0,
4463,SRR3357970,SRR,193.0,
4464,SRR3357864,SRR,15.0,
4465,SRR3338715,SRR,2.0,
4466,SRR3338209,SRR,15.0,
4467,SRR3356290,SRR,15.0,
4468,SRR3337763,SRR,15.0,
4469,SRR3355821,SRR,23.0,
4470,SRR3338759,SRR,23.0,
4471,SRR3338258,SRR,12.0,
4472,SRR3335293,SRR,2.0,
4473,SRR3338141,SRR,15.0,
4474,SRR3356335,SRR,78.0,
4475,SRR3357913,SRR,50.0,
4476,SRR3357523,SRR,2.0,
4477,SRR3356164,SRR,14.0,
4478,SRR3356191,SRR,78.0,
4479,SRR3358244,SRR,27.0,
4480,SRR3356356,SRR,14.0,
4481,SRR3355883,SRR,27.0,
4482,SRR3356122,SRR,27.0,
4483,SRR3355398,SRR,78.0,
4484,SRR3358246,SRR,78.0,
4485,SRR3356280,SRR,78.0,
4486,SRR3337585,SRR,126.0,
4487,SRR3355380,SRR,20.0,
4488,SRR3357963,SRR,1.0,
4489,SRR3356270,SRR,14.0,
4490,SRR3357849,SRR,78.0,
4491,SRR3356345,SRR,76.0,
4492,SRR3357620,SRR,12.0,
4493,SRR3335977,SRR,106.0,
4494,SRR3357633,SRR,14.0,
4495,SRR3357938,SRR,20.0,
4496,SRR3336104,SRR,20.0,
4497,SRR3356152,SRR,78.0,
4498,SRR3338458,SRR,53.0,
4499,SRR3355933,SRR,81.0,
4500,SRR3355462,SRR,27.0,
4501,SRR3355893,SRR,27.0,
4502,SRR3339006,SRR,140.0,
4503,SRR3356138,SRR,78.0,
4504,SRR3337722,SRR,27.0,
4505,SRR3357967,SRR,106.0,
4506,SRR3355910,SRR,3.0,
4507,SRR3355356,SRR,126.0,
4508,SRR3356327,SRR,2.0,
4509,SRR3355377,SRR,78.0,
4510,SRR3338683,SRR,81.0,
4511,SRR3335446,SRR,2.0,
4512,SRR3355432,SRR,23.0,
4513,SRR3357921,SRR,14.0,
4514,SRR3356340,SRR,5.0,
